Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
The Cathedral of Saint Patrick and Saint Felim,https://www.kilmorediocese.ie/cathedral-of-st-patrick-st-felim,353494000000,-7.3617541,53.9951218,Cavan,,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Killinkere Visitor Farm,http://www.killinkerevisitorfarm.ie,353873000000,-7.062339,53.909817,Cavan,Virginia,Ireland,"Covid Safety Charter,Agriculture,Nature and Wildlife,Learning,Visitor Farm,Tour"
The Copper House Gallery,http://www.thecopperhousegallery.com,+353(0)15354332,-6.267770252,53.33473325,Dublin,,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
RUA RED South Dublin Arts Centre,http://www.ruared.ie,+353(0)14515860,-6.2603097,53.3498053,Dublin,Tallaght,Ireland,"Craft,Shopping,Learning,Art Gallery,Cafe,Food and Drink"
Carran Medieval Church,,353657000000,-9.0760449,53.0376019,Clare,Carran,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ardmulchan Church,"http://www.megalithicireland.com/Ardmulchan%20Church,%20Meath.html",,-6.628602,53.6718102,Meath,Kells,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Arthur Wellesley Duke Of Wellington,http://www.visitdublin.com,+353(0)16057700,-6.303231,53.349086,Dublin,Phoenix Park,Republic of Ireland,Public Sculpture
The Lartigue Monorailway,http://www.lartiguemonorail.com,3536824393,-9.490492,52.44965,Kerry,Listowel,Republic of Ireland,"Transport,Activity Operator,Museums and Attraction,Tour,Coach,Road"
National Archives of Ireland,http://www.nationalarchives.ie,35314072300,-6.268747,53.338802,Dublin,Dublin City,Republic of Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction"
Drumlane Abbey and Round Tower,https://www.thisiscavan.ie/fun/article/drumlane-abbey-round-tower,353494000000,-7.4790881,54.0583026,Cavan,,Ireland,"Photography,Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Larchill Gardens,https://larchill.ie/,35316287354,-6.6588015,53.4411683,Meath,,Ireland,"Photography,Learning,Historic Houses and Castle,Gardens,Garden,Public Park,Nature and Wildlife,Tour"
Belturbet Railway Station,http://www.discoverbelturbet.ie/about-belturbet/belturbet-railway-station,353500000000,-7.4422836,54.0976819,Cavan,Belturbet,Ireland,"Museums and Attraction,Cafe,Food and Drink,Tour"
Cleire Goats,http://www.oilean-chleire.ie,3532839126,-9.492451,51.4420574,Cork,,Ireland,"Agriculture,Nature and Wildlife,Learning,Visitor Farm,Activity Operator"
Eighty Two Merrion Square,,+353(0)16761173,-6.251328,53.339313,Dublin,Dublin City Centre,Republic of Ireland,"Castle,Historic Houses and Castle"
Marl Bog,https://www.coillte.ie/site/marl-bog/,+353(0)61337322,-8.058619543,52.55037095,Tipperary,Dundrum,Republic of Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Forest Park,Park and Forest Walk,Natural Landscape,Public Park"
Greta's Herbs,http://www.gretasherbs.com,353863000000,-10.0375747,52.1524334,Kerry,Annascaul,Ireland,"Gardening,Nature and Wildlife,Learning,Gardens,Garden,Food Shops,Shopping"
The Guinness Open Gate Brewery,https://www.guinnessopengate.com,35314712455,-6.2869935,53.3433454,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Museums and Attraction,Pubs and Bar,Vegan,Vegetarian"
Doe Castle View,,,-7.8514212,55.128775,Donegal,,Ireland,Discovery Point
Nano Nagle Centre,http://www.nanonaglebirthplace.ie,3532226411,-8.52273,52.15127,Cork,,Ireland,"Learning,Museums and Attraction"
Ballybunion 'Walking the Beach' Looped Walk,http://www.irishtrails.ie/Trail/Ballybunion-Loops---Beach-Walk/607/,+353(0)667121288,-9.671727706,52.52350188,Kerry,Ballybunion,Republic of Ireland,"Walking,Beach,Natural Landscape"
Sphere With Sphere,,+353(0)16082320,-6.261219,53.344479,Dublin,Dublin City Centre,Republic of Ireland,Public Sculpture
Shelmalier Forth Mountain,,+353(0)539239400,-6.573049286,52.31663311,Wexford,Barntown,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Parkavonear Castle,http://www.megalithicireland.com/Parkavonear%20Castle.html,353647000000,-9.5550062,52.0759354,Kerry,,Ireland,"Castle,Historic Houses and Castle"
Moone High Cross,http://www.kildare.ie/Heritage/History/religious/crosses/moone-high-cross.htm,,-6.8250371,52.979414,Kildare,,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Altidore Castle,https://www.ihh.ie/index.cfm/houses/house/name/Altidore%20Castle,353878000000,-6.1381173,53.1106151,Wicklow,,Ireland,"Historic Houses and Castle,Castle,Museums and Attraction"
Fairbrook House Gardens,http://www.fairbrook-house.com,+35351 384657,-7.2640721,52.2397987,Waterford,,Ireland,"Gardens,Garden"
The Dillon Garden,http://www.dillongarden.com,35312148740,-6.1596571,53.2954544,Dublin,Monkstown,Ireland,"Gardening,Nature and Wildlife,Learning,Gardens,Garden,Tour"
Lislaughtin Franciscan Friary,,353667000000,-9.47861,52.547334,Kerry,Ballylongford,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Listowel Castle,https://www.heritageireland.ie/en/shannon-region/listowelcastle,353864000000,-9.4869317,52.4443513,Kerry,Listowel,Ireland,"Photography,Learning,Historic Houses and Castle,Castle"
Drogheda Museum Millmount,http://www.millmount.net,353420000000,-6.350255038,53.7117854,Louth,Drogheda,Republic of Ireland,"Craft,Shopping,Learning,Museums and Attraction,Artisan,Food and Drink,Restaurant,Cafe,Tour"
Loughcrew Cairns,http://www.heritageireland.ie/en/midlands-eastcoast/loughcrew,353499000000,-7.1120081,53.7445758,Meath,,Ireland,"Photography,Learning,Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle,Cafe,Food and Drink,Tour"
12 Henrietta Street,http://thedrawingroom.ie/,+353(0)862746153,-6.2705757,53.3524569,Dublin,Dublin City Centre,Ireland,"Historic Houses and Castle,Venue,Music"
Avondale House and Forest Park,https://visitwicklow.ie/item/avondale-house-forest-park,35340446111,-6.2226009,52.9117801,Wicklow,,Ireland,"Historic Houses and Castle,Forest Park,Park and Forest Walk,Walking,Museums and Attraction,Cafe,Food and Drink"
The Library Project,http://at shop.photoireland.org,+353(0)876856169,-6.263919307,53.34561919,Dublin,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Monicknew Woods,http://www.coillteoutdoors.ie/index.php?id=173&rec_site=97&trail=125,+353(0)578660831,-7.542280165,53.07081133,Laois,Mountrath,Republic of Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Historic Houses and Castle,Forest Park,Park and Forest Walk,Natural Landscape,Public Park"
Tick-Tock Activity Farm,http://www.tick-tockactivityfarm.ie,35340233624,-6.2329752,52.7927404,Wicklow,Thomastown,Ireland,"Agriculture,Nature and Wildlife,Visitor Farm,Cafe,Food and Drink"
Tarbert Bridewell Courthouse & Jail Museum,http://www.tarbertbridewell.com,3536836500,-9.3764602,52.573661,Kerry,Tarbert,Ireland,"Photography,Learning,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Bullock Castle,http://www.dlrtourism.ie,+353(0)1280 6964,-6.108629,53.285016,Dublin,Dalkey,Republic of Ireland,"Castle,Historic Houses and Castle,Ruins"
Kilcrea Franciscan Friary,http://ovensparish.com/kilcrea-abbey/,353215000000,-8.709483,51.859982,Cork,Ovens,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
White Strand Beach ,https://www.blueflag.global/show-site?siteId=6664,353647000000,-10.2744456,51.9431292,Kerry,,Ireland,"Bird Watching,Nature and Wildlife,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Wexford Garden Trail,http://www.wexfordgardentrail.com,,-6.992454254,52.29638937,Wexford,,Ireland,"Gardening,Nature and Wildlife,Walking,Gardens,Garden"
Commons Loop,http://www.carlingford.ie,+353(0)429373033,-6.186023506,54.03790008,Louth,Carlingford,Republic of Ireland,"Walking,Natural Landscape"
Dunhill Castle,"http://www.megalithicireland.com/Dunhill%20Castle,%20Waterford.html",,-7.2633,52.1573794,Waterford,,Ireland,"Historic Houses and Castle,Castle,Ruins"
Malaidh Ghleann Gheis (Glengesh Pass),,,-8.4845379,54.720577,Donegal,,Republic of Ireland,Discovery Point
Inch Island,,,-7.4599475,55.054828,Donegal,,Ireland,Discovery Point
Rosslare Beach ,https://www.blueflag.global/show-site?siteId=6638,,-6.3896733,52.2902385,Wexford,,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
St. Paul's Church,https://www.facebook.com/StPaulsCahir/,353526000000,-7.9240671,52.3766022,Tipperary,,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Castletown House Parkland,http://www.castletown.ie,35316288252,-6.53029,53.349127,Kildare,Castletown,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Kinneigh Round Tower,http://www.coppeenheritage.com,3532646078,-8.9755223,51.764111,Cork,,Ireland,Historic Houses and Castle
Ceann Sléibhe (Slea Head) Discovery Point,,,-10.4553373,52.1050217,Kerry,,Ireland,Discovery Point
Dromana House Gardens,https://dromanahouse.com,3532496144,-7.8651795,52.1075711,Waterford,Cappoquin,Ireland,"Walking,Gardens,Garden,Tour"
Kissane Sheep Farm,https://www.kissanesheepfarm.com/,353647000000,-9.6325947,51.9486423,Kerry,,Ireland,"Agriculture,Nature and Wildlife,Visitor Farm,Tour"
Kilkieran High Cross,http://www.megalithicireland.com/High%20Cross%20Kilkieran.htm,353568000000,-7.3808278,52.39794,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Tearmann Community Garden,https://facebook.com/tearmannbaltinglass,353864000000,-6.7045177,52.9360363,Wicklow,,Ireland,"Gardens,Garden"
Geokaun Mountain,,,-10.345704,51.922484,Kerry,Valentia Island,Ireland,Discovery Point
Trá Oilí (Elly Beach),,,-10.086517,54.162316,Mayo,,Republic of Ireland,Discovery Point
Monaghan County Museum,http://monaghan.ie/museum,3534782928,-6.9724846,54.2478562,Monaghan,,Ireland,"Historic Houses and Castle,Museums and Attraction"
Ballyconnell Canal Loop,http://www.irishtrails.ie/Trail/Ballyconnell---Canal-loop/70/,,-7.583179531,54.11616655,Cavan,Ballyconnell,Ireland,"Walking,Natural Landscape"
Carlow Castle,https://carlowtourism.com/carlow-castle-2,353599000000,-6.935935,52.8362564,Carlow,,Ireland,"Castle,Historic Houses and Castle,Ruins"
Hill of Tara,http://www.heritageireland.ie/en/midlands-eastcoast/hilloftara,353469000000,-6.611649,53.5788114,Meath,,Ireland,"Photography,Learning,Walking,Museums and Attraction,Ruins,Historic Houses and Castle,Cafe,Food and Drink,Tour"
National Folklore Collection,http://www.ucd.ie/irishfolklore,+353(0)17168216,-6.21882,53.30680741,Dublin,,Ireland,"Learning,Museums and Attraction,Literary Ireland,Cafe,Food and Drink,Tour"
Greek Orthodox Church,http://www.helleniccommunity.ie/church/,+353(0)50545849,-6.28974,53.349727,Dublin,,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St. Patrick's Trail - Driving Route,http://www.carlowtourism.com,+353(0)599131554,-6.928555,52.83657,Carlow,,Ireland,"Activity Operator,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,Ruins,Historic Houses and Castle"
Celtic & Prehistoric Museum,http://www.facebook.com/The-Celtic-Prehistoric-Museum-271708022869479,353669000000,-10.393221,52.112549,Kerry,Ventry,Republic of Ireland,"Photography,Learning,Walking,Activity Operator,Forest Park,Park and Forest Walk,Museums and Attraction,Natural Landscape"
Clare Heritage & Genealogy Centre,http://www.clareroots.com,353657000000,-9.0627719,52.9449817,Clare,Corofin,Ireland,"Covid Safety Charter,Learning,Activity Operator,Tracing Your Ancestors,Museums and Attraction"
Dungarvan Castle,https://heritageireland.ie/places-to-visit/dungarvan-castle/,3535848144,-7.616151105,52.08926486,Waterford,Dungarvan,Republic of Ireland,"Historic Houses and Castle,Castle,Museums and Attraction"
Howth Castle,http://howthcastle.ie,+353(0)18321027,-6.079225289,53.3865384,Dublin,Howth,Republic of Ireland,"Covid Safety Charter,Golf,Walking,Historic Houses and Castle,Castle"
The Gaiety Theatre,http://www.gaietytheatre.ie,+353(0)16468600,-6.26163,53.340387,Dublin,,Republic of Ireland,"Historic Houses and Castle,Venue,Comedy,Music,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Wicklow's Historic Gaol,https://www.wicklowshistoricgaol.com,35340461599,-6.0373008,52.9788867,Wicklow,,Ireland,"Covid Safety Charter,Activity Operator,Tracing Your Ancestors,Museums and Attraction,Cafe,Food and Drink,Tour"
Henry Grattan,,,-6.260889,53.34435,Dublin,Dublin City,Republic of Ireland,Public Sculpture
Coolaught Gardens,https://www.facebook.com/CoolaughtGardens/,353539000000,-6.7186105,52.4686372,Wexford,Enniscorthy,Ireland,"Gardens,Garden,Food Shops,Shopping"
Dolly's Cottage,https://www.facebook.com/DollysCottage,353719000000,-8.5841759,54.270777,Sligo,Strandhill,Ireland,"Castle,Historic Houses and Castle"
Carlingford Design House - Garrett Mallon Jewellery,http://www.carlingforddesignhouse.ie,353429000000,-6.187375407,54.04272392,Louth,Carlingford,Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Shroove Beach,https://www.blueflag.global/show-site?siteId=6598,+353(0)749363451,-6.9289318,55.2270151,Donegal,,Ireland,Beach
Ballitore Library & Quaker Museum,http://www.kildare.ie/Library/Library/BallitoreLibrary,353599000000,-6.814924,53.009722,Kildare,Ballitore,Ireland,Museums and Attraction
Irish Georgian Society,http://www.igs.ie,+353(0)16798675,-6.250557,53.338964,Dublin,Dublin,Republic of Ireland,"Learning,Historic Houses and Castle,Food Shops,Shopping,Tour"
Toe Head Bay,,,-9.2476666,51.493251,Cork,Castletownshend,Ireland,Discovery Point
Bram Stoker’s Castle Dracula Experience Dublin,http://www.CastleDracula.ie,+353(0)18512151,-6.229030364,53.36303247,Dublin,Clontarf,Ireland,"Activity Operator,Museums and Attraction,Literary Ireland,Venue,Music,Food Shops,Shopping"
Treaty Stone,https://www.limerick.ie/discover/eat-see-do/history-heritage/historic-attractions/treaty-stone,,-8.628088,52.6696547,Limerick,,Ireland,"Photography,Learning,Public Sculpture"
Patrick Kavanagh,,,-6.2475417,53.3336867,Dublin,,Ireland,"Public Sculpture,Literary Ireland"
Granard Motte and Bailey,,353433000000,-7.500683,53.775466,Longford,Granard,Ireland,"Ruins,Historic Houses and Castle"
The Black Church,https://www.dublincity.ie/dublin-buildings/black-church,,-6.2679431,53.3546532,Dublin,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Clonfert Pet Farm,https://www.clonfertpetfarm.com/,35316016314,-6.6745734,53.3618657,Kildare,Maynooth,Republic of Ireland,"Visitor Farm,Cafe,Food and Drink"
Ballymorris Pottery,http://ballymorrispottery.ie,35361357118,-8.77213,52.6906707,Clare,Cratloe,Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Art Gallery,Activity Operator,Food Shops"
Killaghy Castle,http://www.castlesinireland.com/castle-in-tipperary-killaghy-castle-tipperary,,-7.5144163,52.5172294,Tipperary,Mullinahone,Ireland,"Castle,Historic Houses and Castle"
Cill Rialaig Arts Centre,https://cillrialaigartscentre.com,353669000000,-10.266434,51.832582,Kerry,Ballinskelligs,Ireland,"Craft,Shopping,Art Gallery,Cafe,Food and Drink,Food Shops"
St Johns Priory,,353568000000,-7.248489188,52.65368264,Kilkenny,Kilkenny City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Castlemorris Wood - Holly Loop,http://www.irishtrails.ie/Trail/Castlemorris---Holly-loop/120/,,-7.27840948,52.47060617,Kilkenny,Knocktopher,Ireland,"Walking,Natural Landscape"
Radharc na mBlascaoidí - Blaskets View,,,-10.455488,52.104973,Kerry,Dingle Peninsula,Ireland,Discovery Point
The Irish Dance Party,http://irishdanceparty.com,353877000000,-6.2548351,53.3507932,Dublin,Dublin,Ireland,"Covid Safety Charter,Restaurant,Food and Drink,Activity Operator,Historic Houses and Castle,Traditionally Irish,Venue,Music,Local Produce,Pubs and Bar,Food Shops,Shopping"
Mount Melleray Abbey,https://www.mountmellerayabbey.org,3535854404,-7.8572437,52.1872554,Waterford,Cappoquin,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Cafe,Food and Drink,Food Shops,Shopping"
Leap Castle,http://leapcastle.net,353579000000,-7.8084534,53.0279902,Offaly,Leap,Ireland,"Castle,Historic Houses and Castle"
Coolcarrigan House Gardens,http://www.coolcarrigan.ie,35345863527,-6.8513095,53.3185654,Kildare,Naas,Ireland,"Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden,Tour"
National Botanic Gardens - Kilmacurragh,http://botanicgardens.ie/kilmacurragh/,35318570909,-6.1478112,52.9292653,Wicklow,,Ireland,"Gardens,Garden,Cafe,Food and Drink"
Phoenix Park Visitor Centre and Ashtown Castle,http://www.phoenixpark.ie,+353(0)16770095,-6.331008,53.366091,Dublin,Phoenix Park,Republic of Ireland,"Covid Safety Charter,Walking,Activity Operator,Castle,Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink,Food Shops,Shopping"
Ballindoon Abbey,http://www.megalithicireland.com/Ballindoon%20Priory.html,353719000000,-8.323266467,54.08492133,Sligo,Ballymote,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Garden of Re-Imagination,https://twogreenshoots.com,353897000000,-9.5685205,51.7773885,Cork,,Ireland,"Food and Drink,Restaurant,Gardens,Garden,Artisan,Local Produce,Vegan,Vegetarian"
Griffith Park,,+353(0)18373290,-6.261854713,53.37055995,Dublin,Drumcondra,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Curragh Beach,,,-7.70896021,51.96696584,Waterford,Ardmore,Ireland,Beach
Martry Mill,http://www.martrymill.ie,353868000000,-6.7865351,53.694016,Meath,Kells,Ireland,"Museums and Attraction,Tour"
Wild Ireland,https://www.wildireland.org,,-7.3386082,55.0522279,Donegal,,Republic of Ireland,"Covid Safety Charter,Visitor Farm,Tour"
Mossfield Organic Farm,http://www.mossfield.ie,353579000000,-7.8005629,53.060734,Offaly,,Ireland,Visitor Farm
University College Cork -UCC,http://www.ucc.ie/en/discover,353215000000,-8.492377,51.89182,Cork,Cork City,Republic of Ireland,"Restaurant,Historic Houses and Castle,Cafe,Food and Drink"
Guinness Gallery,http://www.guinnessgallery.com,+353(0)12897955,-6.184356,53.266725,Dublin,Foxrock,Republic of Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Drumkeerin Heritage Centre,,353720000000,-8.147950078,54.17060467,Leitrim,,Republic of Ireland,Visitor Farm
Dublin City Archives,http://dublincity.ie/main-menu-services-recreation-culture-dublin-city-public-libraries-and-archive-heritage-and-histo-39,+353(0)16744999,-6.245201297,53.34313385,Dublin,,Republic of Ireland,"Learning,Tracing Your Ancestors,Historic Houses and Castle,Museums and Attraction"
Trá Mhór Beach,https://www.blueflag.global/show-site?siteId=6667,35314002202,-9.366709182,53.24649532,Galway,,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Tullylease Church And Cross Slabs,http://www.irishstones.org/place.aspx?p=861&i=12,,-8.9402469,52.316655,Cork,Tullylease,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Dysert Oenghusa Church And Round Tower,http://www.megalithicireland.com/Dysert%20Aenghusa%20Round%20Tower.html,,-8.7447551,52.5210234,Limerick,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Sherkin Island,http://www.sherkinisland.ie,+353(0)214255100,-9.416534651,51.46952336,Cork,Sherkin Island,Republic of Ireland,"Craft,Shopping,Bird Watching,Nature and Wildlife,Cycling,Fishing,Angling,Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Discovery Point,Island,Offshore Island,Natural Landscape,Food and Drink,Pubs and Bar"
The James Joyce Centre,http://www.jamesjoyce.ie,+353(0)18788547,-6.259988,53.354157,Dublin,,Republic of Ireland,"Learning,Historic Houses and Castle,Museums and Attraction,Literary Ireland,Food Shops,Shopping,Tour,Walking"
Clonmore Castle,"http://www.megalithicireland.com/Clonmore%20Castle,%20Carlow.html",,-6.5751246,52.8282856,Carlow,Hacketstown,Ireland,"Castle,Historic Houses and Castle,Ruins"
Bantry House & Garden,http://www.bantryhouse.com/the-house.html,3532750047,-9.4645065,51.6774722,Cork,Bantry,Ireland,"Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink,Local Produce,Restaurant,Tour"
Blackrock Boathouse,http://www.visitblackrock.ie/places-of-interest,353872000000,-6.367440639,53.95728611,Louth,Blackrock,Ireland,"Walking,Historic Houses and Castle"
Westport Greenway,http://www.mayowalks.ie/WalkingTrails/Greenway/WestportGreenway/,,-9.5143467,53.8021307,Mayo,Westport,Ireland,"Walking,Natural Landscape"
The Masonic Centre,http://freemasonsnorthmunster.com,35361313399,-8.6256075,52.6704984,Limerick,,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction,Tour"
Cool Planet Experience,https://www.coolplanetexperience.org,35315180197,-6.187439,53.184486,Wicklow,,Ireland,"Learning,Museums and Attraction,Cafe,Food and Drink"
World War 1 Trench Experience,http://www.cavanmuseum.ie/Default.aspx?StructureID_str=87,353499000000,-7.201083,53.8670567,Cavan,Kilmore,Ireland,"Photography,Learning,Museums and Attraction,Cafe,Food and Drink"
Irish Palatine Heritage Museum,http://www.irishpalatines.org,3536963511,-8.9442707,52.525501,Limerick,Rathkeale,Ireland,"Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Curragh Military Museum,https://www.military.ie/en/public-information/defence-forces-museums/the-curragh-museum,35345445342,-6.8309714,53.1458507,Kildare,,Ireland,"Learning,Photography,Museums and Attraction,Tour"
Emlagh Loop,http://www.irishtrails.ie/trail/Emlagh-Loop/685/,,-10.27308976,51.82468114,Kerry,,Ireland,"Walking,Beach,Natural Landscape"
South Mayo Family Research Centre,http://www.mayo.irishroots.net/,353950000000,-9.222428,53.623485,Mayo,Ballinrobe,Republic of Ireland,"Tracing Your Ancestors,Museums and Attraction"
Ballinastoe Slí,http://trails.ie/map.php?keyword=ballinastoe,,-6.226409,53.1092776,Wicklow,Roundwood,Ireland,"Walking,Natural Landscape,Public Park,Nature and Wildlife"
Bodenstown Graveyard,,,-6.6651887,53.2660878,Kildare,,Ireland,"Learning,Ruins,Historic Houses and Castle"
Nolans Castle,http://www.enniscrone.ie/castle,353719000000,-9.0855335,54.2161835,Sligo,Enniscrone,Ireland,"Castle,Historic Houses and Castle"
Kilnaboy Medieval Church and Round Tower,,353657000000,-9.079651,52.972126,Clare,Ennis,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Bourn Vincent Gallery,https://ulsites.ul.ie/visualarts/current-and-upcoming-events,35361333644,-8.573732,52.6744919,Limerick,,Ireland,"Craft,Shopping,Art Gallery"
Lismore Castle Art Gallery,http://www.lismorecastlearts.ie,3535854061,-7.9347132,52.1405878,Waterford,Lismore,Ireland,"Covid Safety Charter,Craft,Shopping,Art Gallery"
Aran Islands - Inisheer  - Inis Oírr,http://www.discoverinisoirr.com,3539975008,-9.5281381,53.0594423,Galway,,Ireland,"Island,Offshore Island"
Bá Bhaile Uí Thiarnáin (Ballyhiernan Bay),,,-7.7277017,55.247075,Donegal,,Ireland,Discovery Point
Camas Park Garden,https://www.tipperarytown.ie/see-and-do/camas-park-gardens,353863000000,-7.929296,52.53716,Tipperary,Cashel,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Cahervagliar Fort,http://www.coppeenheritage.com/archives/cahir/index.html,3532646078,-8.996941,51.792933,Cork,Coppeen,Republic of Ireland,"Ruins,Historic Houses and Castle"
Ballyteigue Strand,http://www.fishingireland.net,,-6.588429147,52.17149917,Wexford,Kilmore Quay,Republic of Ireland,"Fishing,Angling,Beach"
The Edmund Rice International Heritage Centre,https://www.facebook.com/edmundriceheritagecentre,35351874390,-7.1167957,52.2567373,Waterford,,Ireland,"Museums and Attraction,Food Shops,Shopping"
Mooghaun Bronze Age Hillfort,,,-8.8792287,52.7821867,Clare,,Ireland,Museums and Attraction
Droichead Arts Centre,http://www.droichead.com/,+353(0)419833946,-6.353303,53.714428,Louth,Drogheda,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery,Cafe,Food and Drink,Pubs and Bar,Activity Operator"
The Butter Slip - Kilkenny,,,-7.252329391,52.65236152,Kilkenny,Kilkenny City,Ireland,Museums and Attraction
Knockdrinna Farmhouse Cheese,http://www.knockdrinna.com/,353869000000,-7.2282304,52.5364101,Kilkenny,Stoneyford,Ireland,"Food and Drink,Agriculture,Nature and Wildlife,Restaurant,Learning,Shopping,Visitor Farm,Artisan,Cafe,Local Produce,Activity Operator"
Ballinamuck Visitor Centre,http://visitlongford.ie/listings/ballinamuck-battlefield-visitors-centre,353880000000,-7.716717,53.865444,Longford,Ballinamuck,Ireland,"Historic Houses and Castle,Museums and Attraction"
Portrane Beach,,+353(0)18400077,-6.111352026,53.49614512,Dublin,Portrane,Republic of Ireland,Beach
St. Werburgh's Church,,+353(0)14783710,-6.269412,53.342932,Dublin,Dublin,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The National Wax Museum Plus,http://www.waxmuseumplus.ie,+353(0)16718373,-6.2588737,53.3466684,Dublin,,Ireland,"Covid Safety Charter,Craft,Shopping,Learning,Museums and Attraction,Activity Operator,Food Shops"
Charles Stewart Parnell,,,-6.262251,53.353723,Dublin,Dublin City,Republic of Ireland,Public Sculpture
Freemasons Hall,http://freemason.ie/,+353(0)16761337,-6.255966,53.34108,Dublin,,Republic of Ireland,"Historic Houses and Castle,Museums and Attraction,Food Shops,Shopping,Tour"
The Gallery,http://www.thegallerydunfanaghy.com/,353749000000,-7.9772202,55.1791123,Donegal,Dunfanaghy,Ireland,"Craft,Shopping,Art Gallery"
Dominican Abbey Lorrha,"http://www.megalithicireland.com/Lorrha%20Dominican%20Friary,%20Tipperary.html",,-8.1257745,53.0908735,Tipperary,Lorrha,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Curraghmore House & Gardens,http://curraghmorehouse.ie/,35351387101,-7.3593677,52.2902256,Waterford,Portlaw,Ireland,"Walking,Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink,Tour"
Mornington Garden,http://dalkeygardenschool.com,+353(0)872256365,-6.1132572,53.2717553,Dublin,Mornington,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Roscrea Castle and Damer House,https://heritageireland.ie/places-to-visit/roscrea-heritage-centre-roscrea-castle-and-damer-house/,35350521850,-7.7981524,52.9551159,Tipperary,Roscrea,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Gardens,Garden,Museums and Attraction,Tour"
Project Arts Centre,http://www.projectartscentre.ie,+353(0)18819613,-6.266229,53.34502,Dublin,Dublin City Centre,Republic of Ireland,"Craft,Shopping,Art Gallery,Activity Operator,Food Shops"
Duncannon Fort Tour,http://www.duncannonfort.ie,35351389530,-6.9369773,52.2208892,Wexford,Duncannon,Ireland,"Photography,Learning,Historic Houses and Castle,Museums and Attraction,Tour"
